cluster
97
1
78
30
9
60
13
1
48
65
19
66
5
75
30
35
13
3
23
21
4
51
8
23
6
26
84
8
20
80
1
45
4
46
94
23
6
33
68
97
28
9
48
98
17
94
67
90
37
17
70
71
98
9
15
50
11
4
90
83
75
33
91
91
32
14
9
45
51
80
21
71
5
46
40
80
39
64
78
56
40
96
26
10
72
91
47
100
68
7
76
25
15
77
35
11
12
50
61
94
95
79
67
60
96
18
55
9
60
72
59
96
11
95
80
12
1
21
3
45
91
57
56
95
55
20
6
41
10
58
85
32
35
60
7
7
52
25
36
64
100
74
30
33
95
15
92
11
48
83
83
88
63
37
96
30
56
36
48
87
11
80
32
51
59
10
14
98
66
60
41
51
33
91
30
8
82
73
20
47
16
33
7
41
56
46
97
70
89
44
6
100
97
100
4
64
40
12
21
35
80
99
84
21
53
100
9
91
48
25
71
90
81
29
92
4
67
63
80
21
68
33
90
7
76
47
50
71
21
33
65
41
31
37
10
68
32
79
84
92
45
74
27
80
61
91
94
90
45
14
40
60
6
4
93
34
81
81
73
23
100
8
78
92
80
51
25
29
7
93
30
58
18
98
31
6
20
7
4
93
34
33
26
98
8
61
55
71
61
1
33
97
45
78
61
60
99
70
9
99
99
41
23
63
7
20
37
85
2
7
76
91
37
100
91
89
15
30
23
30
2
75
32
77
1
46
13
23
80
1
9
57
32
57
70
16
43
70
12
42
100
63
16
1
97
31
28
10
1
71
87
10
61
11
37
30
51
31
28
74
21
62
7
71
56
71
35
6
53
47
17
34
70
40
100
53
19
34
3
28
5
28
5
96
9
89
94
32
56
100
93
41
37
91
14
77
77
28
53
51
8
12
91
28
73
40
75
7
1
94
76
33
67
99
53
78
96
83
45
42
53
86
60
82
55
19
39
35
23
13
71
98
15
60
91
78
3
84
100
79
63
99
93
100
93
61
1
3
100
17
71
53
6
19
94
85
38
95
82
16
79
68
9
17
89
24
49
91
8
40
28
60
70
53
89
45
52
22
69
55
80
5
97
24
80
74
12
91
95
51
5
89
21
87
27
3
49
44
2
30
